Order #,Sent Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?
16,4/17/26 2:07 PM,Mung Dal Halwa,,Hot,Desserts,Desserts,6.59,0.00,6.59,1.0,0.60000000,false
16,4/17/26 2:07 PM,Aloo Tikki,,Chaat,Appetizer,Appetizer,9.89,0.00,9.89,1.0,0.90000000,false
17,4/17/26 2:19 PM,Coconut Shripm Curry,,,,Food,18.99,0.00,18.99,1.0,0E-8,false
17,4/17/26 2:19 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
18,4/17/26 2:22 PM,Goat,,KORMA,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,true
20,4/17/26 5:07 PM,Chicken,,KORMA,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
20,4/17/26 5:07 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
20,4/17/26 5:07 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
20,4/17/26 5:07 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
21,4/17/26 5:48 PM,Full Chicken Tandoori,,Tandoori,Appetizer,Appetizer,18.99,0.00,18.99,1.0,1.90000000,false
21,4/17/26 5:48 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
21,4/17/26 5:48 PM,Goat Biryani,,Nonveg,Biryani,Biryani,18.99,0.00,18.99,1.0,1.90000000,false
22,4/17/26 6:13 PM,Rogan Josh,,Non-Veg Curries,Entrée,Food,19.99,0.00,19.99,1.0,2.00000000,false
22,4/17/26 6:13 PM,Mix Veg,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
22,4/17/26 6:13 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
22,4/17/26 6:13 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
22,4/17/26 6:13 PM,Raita,,Sides,Sides,Sides,4.99,0.00,4.99,1.0,0.50000000,false
23,4/17/26 6:22 PM,Full Chicken Tandoori,,Tandoori,Appetizer,Appetizer,18.99,0.00,18.99,1.0,1.90000000,false
23,4/17/26 6:22 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
23,4/17/26 6:22 PM,Goat Curry,,Non-Veg Curries,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
23,4/17/26 6:22 PM,Fried Rice,,Entrees,Indo-Chines,,14.99,0.00,14.99,1.0,1.50000000,false
23,4/17/26 6:22 PM,Plain Naan,,Naan,Bread,Food,7.98,0.00,7.98,2.0,0.80000000,false
23,4/17/26 6:22 PM,Tandoori Roti Plain,,Roti,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
26,4/17/26 6:43 PM,Plain Naan,,Naan,Bread,Food,4.39,0.00,4.39,1.0,0.44000000,false
26,4/17/26 6:43 PM,Garlic Naan,,Naan,Bread,Food,5.49,0.00,5.49,1.0,0.55000000,false
26,4/17/26 6:43 PM,Chicken 65 Biryani,,Nonveg,Biryani,Biryani,18.69,0.00,18.69,1.0,1.86000000,false
24,4/17/26 6:39 PM,Butter Tandoori Roti,,Roti,Bread,Food,4.39,0.00,4.39,1.0,0.44000000,false
24,4/17/26 6:39 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,17.59,0.00,17.59,1.0,1.76000000,false
24,4/17/26 6:39 PM,Plain Naan,,Naan,Bread,Food,4.39,0.00,4.39,1.0,0.44000000,false
27,4/17/26 6:54 PM,Chicken 65,,65,Appetizer,Appetizer,14.29,0.00,14.29,1.0,1.43000000,false
25,4/17/26 6:43 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
25,4/17/26 6:43 PM,Aloo Gobi Matar,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
25,4/17/26 6:43 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
25,4/17/26 6:43 PM,Cheese Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
29,4/17/26 7:15 PM,6 Pieces,Tandoori Chicken Wings,Tandoori,Appetizer,Appetizer,14.29,0.00,14.29,1.0,1.43000000,false
29,4/17/26 7:15 PM,Plain Naan,,Naan,Bread,Food,4.39,0.00,4.39,1.0,0.44000000,false
29,4/17/26 7:15 PM,Garlic Naan,,Naan,Bread,Food,5.49,0.00,5.49,1.0,0.55000000,false
29,4/17/26 7:15 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,17.59,0.00,17.59,1.0,1.76000000,false
28,4/17/26 7:14 PM,Goat Pepper Fry,,Pepper Fry,Appetizer,Appetizer,15.99,0.00,15.99,1.0,1.60000000,false
28,4/17/26 7:14 PM,Chicken Biryani,,Nonveg,Biryani,Biryani,16.99,0.00,16.99,1.0,1.70000000,false
28,4/17/26 7:19 PM,Goat Curry,,Non-Veg Curries,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
32,4/17/26 7:39 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,6.59,0.00,6.59,1.0,0.66000000,false
32,4/17/26 7:39 PM,Plain Naan,,Naan,Bread,Food,4.39,0.00,4.39,1.0,0.44000000,false
30,4/17/26 7:31 PM,Kadhai,,Kadhai,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
30,4/17/26 7:31 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
31,4/17/26 7:36 PM,Samosa,,Chaat,Appetizer,Appetizer,8.99,0.00,8.99,1.0,0.90000000,false
31,4/17/26 7:36 PM,Saag Paneer,,Saag,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
31,4/17/26 7:36 PM,Chapati,,,,Food,4.99,0.00,4.99,1.0,0E-8,false
32,4/17/26 7:39 PM,Saag Lamb,,Saag,Entrée,Food,20.89,0.00,20.89,1.0,2.09000000,false
33,4/17/26 7:42 PM,Mushroom Salt n Pepper,,Mushroom Salt n Pepper,Appetizer,Appetizer,10.99,0.00,10.99,1.0,1.10000000,false
33,4/17/26 7:42 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
33,4/17/26 7:42 PM,Bullet Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
33,4/17/26 7:42 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
33,4/17/26 7:42 PM,Dal Makhani,,Veg Curries,Entrée,Food,14.99,0.00,14.99,1.0,1.50000000,false
33,4/17/26 8:01 PM,Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
33,4/17/26 8:01 PM,Diet Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
33,4/17/26 8:01 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
33,4/17/26 8:01 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
30,4/17/26 8:04 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
34,4/17/26 8:19 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,17.59,0.00,17.59,1.0,1.76000000,false
34,4/17/26 8:19 PM,Butter Naan,,Naan,Bread,Food,4.39,0.00,4.39,1.0,0.44000000,false
34,4/17/26 8:19 PM,Saag Paneer,,Saag,Entrée,Food,18.69,0.00,18.69,1.0,1.87000000,false
35,4/17/26 8:26 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
36,4/17/26 8:34 PM,Mushroom Salt n Pepper,,Mushroom Salt n Pepper,Appetizer,Appetizer,10.99,0.00,10.99,1.0,1.10000000,false
36,4/17/26 8:34 PM,Veg Manchurian,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
36,4/17/26 8:34 PM,Gobi 65,,65,Appetizer,Appetizer,10.99,0.00,10.99,1.0,1.10000000,false
36,4/17/26 8:34 PM,Maysur Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
36,4/17/26 8:34 PM,Lemon Rice,,,,Food,8.99,0.00,8.99,1.0,0E-8,false
36,4/17/26 8:34 PM,Okra Masala,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
36,4/17/26 8:34 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
36,4/17/26 8:34 PM,Kadhai,,Kadhai,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
36,4/17/26 8:34 PM,Bread Basket,,Others,Bread,Food,14.99,0.00,14.99,1.0,1.50000000,false
36,4/17/26 8:34 PM,Honey Chili Potatoes,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
36,4/17/26 8:35 PM,Unsweetened Tea,,Lassi & Tea,Beverage,NA Beverage,2.99,0.00,2.99,1.0,0.30000000,false
37,4/17/26 8:56 PM,Appetizer Sampler,,Platter,Appetizer,Appetizer,19.99,0.00,19.99,1.0,2.00000000,false
37,4/17/26 9:09 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
37,4/17/26 9:09 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
37,4/17/26 9:09 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,20.98,0.00,20.98,1.0,2.10000000,false
37,4/17/26 9:09 PM,Kadhai,,Kadhai,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
38,4/17/26 9:11 PM,Kids Butter Chicken,,,,Food,8.99,0.00,8.99,1.0,0E-8,false
38,4/17/26 9:11 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
38,4/17/26 9:11 PM,Sweet Corn Soup,,Soup,Soup & Salad,,5.99,0.00,5.99,1.0,0.60000000,false
36,4/17/26 9:27 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
1,4/18/26 11:34 AM,Bread Basket,,Others,Bread,Food,16.49,0.00,16.49,1.0,1.48000000,false
1,4/18/26 11:34 AM,Rasmalaee,,Cold,Desserts,Desserts,6.59,0.00,6.59,1.0,0.59000000,false
1,4/18/26 11:34 AM,Navratna Shahi Korma,,Veg Curries,Entrée,Food,17.59,0.00,17.59,1.0,1.59000000,false
1,4/18/26 11:34 AM,Mix Veg Pakora,,Others,Appetizer,Appetizer,8.79,0.00,8.79,1.0,0.80000000,false
2,4/18/26 11:38 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
2,4/18/26 11:38 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
2,4/18/26 11:38 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
2,4/18/26 11:38 AM,Coke Zero,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
2,4/18/26 11:38 AM,Weekend Buffet Kids,,Buffet,Sides,Sides,8.99,0.00,8.99,1.0,0.90000000,false
2,4/18/26 11:44 AM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
3,4/18/26 11:48 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
3,4/18/26 11:48 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
3,4/18/26 11:48 AM,Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
4,4/18/26 11:54 AM,Mushroom Salt n Pepper,,Mushroom Salt n Pepper,Appetizer,Appetizer,10.99,0.00,10.99,1.0,1.10000000,false
4,4/18/26 11:54 AM,Channa Masala,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
5,4/18/26 11:56 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
5,4/18/26 11:56 AM,Unsweetened Tea,,Lassi & Tea,Beverage,NA Beverage,2.99,0.00,2.99,1.0,0.30000000,false
3,4/18/26 12:15 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
6,4/18/26 12:38 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
7,4/18/26 12:48 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
7,4/18/26 12:48 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
7,4/18/26 12:48 PM,Coke Zero,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
7,4/18/26 12:48 PM,Coke Zero,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
8,4/18/26 12:48 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
8,4/18/26 12:48 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
9,4/18/26 12:56 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
9,4/18/26 12:56 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
9,4/18/26 12:56 PM,Weekend Buffet Kids,,Buffet,Sides,Sides,8.99,0.00,8.99,1.0,0.90000000,false
10,4/18/26 1:03 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
10,4/18/26 1:03 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
10,4/18/26 1:03 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
10,4/18/26 1:03 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
10,4/18/26 1:03 PM,Diet Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
11,4/18/26 1:12 PM,Chicken Tenders,,Kids,Kids,,6.99,0.00,6.99,1.0,0.70000000,false
11,4/18/26 1:12 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
11,4/18/26 1:12 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
11,4/18/26 1:12 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
12,4/18/26 1:12 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
12,4/18/26 1:12 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
11,4/18/26 1:30 PM,Sweet Tea,,Lassi & Tea,Beverage,NA Beverage,2.99,0.00,2.99,1.0,0.30000000,false
13,4/18/26 1:31 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
13,4/18/26 1:31 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
13,4/18/26 1:31 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
13,4/18/26 1:31 PM,Weekend Buffet Kids,,Buffet,Sides,Sides,8.99,0.00,8.99,1.0,0.90000000,true
9,4/18/26 1:31 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
14,4/18/26 1:59 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
14,4/18/26 1:59 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
15,4/18/26 1:59 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
16,4/18/26 2:15 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
16,4/18/26 2:15 PM,Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
17,4/18/26 2:19 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
17,4/18/26 2:19 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:22 PM,Heineken,,Beer,Beverage,NA Beverage,5.99,0.00,5.99,1.0,0.60000000,false
11,4/18/26 2:23 PM,Unsweetened Tea,,Lassi & Tea,Beverage,NA Beverage,2.99,0.00,2.99,1.0,0.30000000,false
13,4/18/26 2:27 PM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
18,4/18/26 2:41 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
18,4/18/26 2:42 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
25,4/18/26 2:47 PM,Vindaloo Curry,,Vindaloo,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
25,4/18/26 2:47 PM,Saag Goat,,Saag,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
25,4/18/26 2:53 PM,Diet Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
27,4/18/26 5:07 PM,Coconut Curry,,Coconut,Entrée,Food,17.49,0.00,17.49,1.0,1.75000000,false
27,4/18/26 5:07 PM,Samosa,,Chaat,Appetizer,Appetizer,9.89,0.00,9.89,1.0,0.99000000,false
27,4/18/26 5:07 PM,Plain Naan,,Naan,Bread,Food,13.17,0.00,13.17,3.0,1.31000000,false
27,4/18/26 5:07 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,17.59,0.00,17.59,1.0,1.76000000,false
28,4/18/26 5:19 PM,Chicken,,KORMA,Entrée,Food,18.69,0.00,18.69,1.0,1.87000000,false
28,4/18/26 5:19 PM,Plain Naan,,Naan,Bread,Food,13.17,0.00,13.17,3.0,1.31000000,false
28,4/18/26 5:19 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,17.59,0.00,17.59,1.0,1.76000000,false
28,4/18/26 5:19 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,17.59,0.00,17.59,1.0,1.76000000,false
29,4/18/26 5:26 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
29,4/18/26 5:26 PM,Kadhai Paneer,,Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
29,4/18/26 5:26 PM,Okra Masala,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
29,4/18/26 5:26 PM,Diet Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
30,4/18/26 5:47 PM,Cheese Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
30,4/18/26 5:47 PM,Goat Biryani,,Nonveg,Biryani,Biryani,18.99,0.00,18.99,1.0,1.90000000,false
31,4/18/26 6:11 PM,Goat Biryani,,Nonveg,Biryani,Biryani,18.99,0.00,18.99,1.0,1.90000000,true
31,4/18/26 6:11 PM,Lemonade,,Lassi & Tea,Beverage,NA Beverage,2.99,0.00,2.99,1.0,0.30000000,true
32,4/18/26 6:26 PM,Chicken Biryani,,Nonveg,Biryani,Biryani,16.99,0.00,16.99,1.0,1.70000000,false
32,4/18/26 6:26 PM,Paneer Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
32,4/18/26 6:26 PM,Garlic Naan,,Naan,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
33,4/18/26 6:27 PM,Samosa Chana Chaat,,,,Food,7.99,0.00,7.99,1.0,0E-8,false
30,4/18/26 6:32 PM,Masala Chai,,Lassi & Tea,Beverage,NA Beverage,3.99,0.00,3.99,1.0,0.40000000,false
31,4/18/26 6:51 PM,Goat Biryani,,Nonveg,Biryani,Biryani,18.99,0.00,18.99,1.0,1.90000000,false
34,4/18/26 6:54 PM,Samosa Chana Chaat,,,,Food,7.99,0.00,7.99,1.0,0E-8,false
34,4/18/26 6:54 PM,Kadhai Paneer,,Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
35,4/18/26 7:10 PM,Mix Veg,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
35,4/18/26 7:10 PM,Veg Manchurian,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
35,4/18/26 7:10 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
35,4/18/26 7:10 PM,Chicken Biryani,,Nonveg,Biryani,Biryani,16.99,0.00,16.99,1.0,1.70000000,true
36,4/18/26 7:17 PM,Vindaloo Curry,,Vindaloo,Entrée,Food,47.97,0.00,47.97,3.0,4.80000000,false
36,4/18/26 7:17 PM,Cheese Naan,,Naan,Bread,Food,23.96,0.00,23.96,4.0,2.40000000,false
37,4/18/26 7:21 PM,Kadhai,,Kadhai,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
37,4/18/26 7:21 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
37,4/18/26 7:21 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
35,4/18/26 7:32 PM,Kadhai,,Kadhai,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
38,4/18/26 7:39 PM,Paneer 65,,65,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
39,4/18/26 7:45 PM,Highway Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,14.39,1.0,1.43000000,false
39,4/18/26 7:45 PM,Half Chicken Tandoori,,Tandoori,Appetizer,Appetizer,12.99,0.00,11.69,1.0,1.17000000,false
39,4/18/26 7:45 PM,Chili Garlic Naan,,Naan,Bread,Food,17.97,0.00,16.17,3.0,1.61000000,false
40,4/18/26 8:08 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
40,4/18/26 8:08 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
40,4/18/26 8:08 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
40,4/18/26 8:08 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
42,4/18/26 8:16 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
42,4/18/26 8:16 PM,Kadhai,,Kadhai,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
42,4/18/26 8:17 PM,Budweiser,,Beer,Beverage,NA Beverage,5.99,0.00,5.99,1.0,0.60000000,false
43,4/18/26 8:37 PM,Full Chicken Tandoori,,Tandoori,Appetizer,Appetizer,18.99,0.00,18.99,1.0,1.90000000,false
43,4/18/26 8:47 PM,Chicken Curry,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
43,4/18/26 8:47 PM,Vindaloo Curry,,Vindaloo,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
43,4/18/26 8:47 PM,Chicken 65,,65,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
43,4/18/26 8:47 PM,Masala Fries,,Kids,Kids,,4.99,0.00,4.99,1.0,0.50000000,false
43,4/18/26 8:47 PM,Coke,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
43,4/18/26 8:47 PM,Sprite,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
43,4/18/26 8:58 PM,Garlic Naan,,Naan,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
43,4/18/26 8:58 PM,Butter Naan,,Naan,Bread,Food,7.98,0.00,7.98,2.0,0.80000000,false
44,4/18/26 9:07 PM,Spring Roll,,Others,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
44,4/18/26 9:07 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
44,4/18/26 9:07 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
44,4/18/26 9:07 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
44,4/18/26 9:07 PM,Cheese Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
1,4/19/26 11:10 AM,Garlic Naan,,Naan,Bread,Food,10.98,0.00,10.98,2.0,1.10000000,false
1,4/19/26 11:10 AM,Veg Samosa,,Samosa,Appetizer,Appetizer,6.59,0.00,6.59,1.0,0.66000000,false
1,4/19/26 11:10 AM,Malai Kofta,,Veg Curries,Entrée,Food,15.39,0.00,15.39,1.0,1.54000000,false
1,4/19/26 11:10 AM,Paneer Masala Dosa,,Dosa,Bread,Food,15.39,0.00,15.39,1.0,1.54000000,false
2,4/19/26 11:21 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
2,4/19/26 11:21 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
2,4/19/26 11:21 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
3,4/19/26 11:44 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
3,4/19/26 11:44 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
3,4/19/26 11:44 AM,Weekend Buffet,,Buffet,Sides,Sides,17.99,0.00,17.99,1.0,1.80000000,false
