Order #,Sent Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?
11,4/6/26 6:17 PM,Veg Manchurian,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
11,4/6/26 6:17 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
13,4/6/26 6:27 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
13,4/6/26 6:27 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
13,4/6/26 6:27 PM,Butter Naan,,Naan,Bread,Food,7.98,0.00,7.98,2.0,0.80000000,false
10,4/6/26 6:29 PM,Onion,,Salad,Soup & Salad,,2.99,0.00,2.99,1.0,0.30000000,false
12,4/6/26 6:35 PM,Kaju Curry,,Veg Curries,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
12,4/6/26 6:35 PM,Saag Paneer,,Saag,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
12,4/6/26 6:35 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
12,4/6/26 6:35 PM,Chili Garlic Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
14,4/6/26 6:40 PM,Aloo Gobi Matar,Vegan,Veg Curries,Entrée,Food,16.89,0.00,16.89,1.0,1.69000000,true
14,4/6/26 6:40 PM,Tandoori Chicken Masala,,Non-Veg Curries,Entrée,Food,20.79,0.00,20.79,1.0,2.07000000,true
14,4/6/26 6:40 PM,Plain Yogurt,,Sides,Sides,Sides,5.19,0.00,5.19,1.0,0.52000000,true
14,4/6/26 6:40 PM,Onion and Chili,,Sides,Sides,Sides,3.89,0.00,3.89,1.0,0.39000000,true
14,4/6/26 6:40 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,7.79,0.00,7.79,1.0,0.78000000,true
14,4/6/26 6:40 PM,Butter Naan,,Naan,Bread,Food,5.19,0.00,5.19,1.0,0.52000000,true
9,4/6/26 6:41 PM,Onion,,Salad,Soup & Salad,,2.99,0.00,2.99,1.0,0.30000000,false
15,4/6/26 6:45 PM,Masala Papad,,Papad,Appetizer,Appetizer,6.99,0.00,6.99,1.0,0.70000000,false
12,4/6/26 6:50 PM,Dal Tadka,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
12,4/6/26 6:50 PM,Tandoori Roti Plain,,Roti,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
15,4/6/26 6:53 PM,Okra Masala,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
15,4/6/26 6:53 PM,Channa Masala,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
15,4/6/26 6:53 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
19,4/6/26 7:40 PM,Onion,,Salad,Soup & Salad,,3.89,0.00,3.89,1.0,0.39000000,false
19,4/6/26 7:40 PM,House Garden Salad,,Salad,Soup & Salad,,9.09,0.00,9.09,1.0,0.90000000,false
19,4/6/26 7:40 PM,Garlic Naan,,Naan,Bread,Food,6.49,0.00,6.49,1.0,0.65000000,false
19,4/6/26 7:40 PM,Saag Plain,,Saag,Entrée,Food,20.79,0.00,20.79,1.0,2.08000000,false
19,4/6/26 7:40 PM,Okra Masala,Vegan,Veg Curries,Entrée,Food,18.19,0.00,18.19,1.0,1.82000000,false
19,4/6/26 7:40 PM,Veg Biryani,,Veg,Biryani,Biryani,22.09,0.00,22.09,1.0,2.21000000,false
19,4/6/26 7:40 PM,Lamb Sheekh Kabab,,Sheekh Kabab,Appetizer,Appetizer,20.79,0.00,20.79,1.0,2.08000000,false
12,4/6/26 6:59 PM,Onion,,Salad,Soup & Salad,,2.99,0.00,2.99,1.0,0.30000000,false
16,4/6/26 7:02 PM,Masala Fries,,Kids,Kids,,4.99,0.00,4.99,1.0,0.50000000,true
17,4/6/26 7:14 PM,Kaju Curry,,Veg Curries,Entrée,Food,20.98,0.00,20.98,1.0,2.10000000,false
17,4/6/26 7:14 PM,Kadhai Paneer,,Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
17,4/6/26 7:14 PM,Paneer 65,,65,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
17,4/6/26 7:14 PM,Dal Tadka,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
17,4/6/26 7:14 PM,Garlic Naan,,Naan,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
17,4/6/26 7:14 PM,Tawa Roti,,Roti,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
17,4/6/26 7:14 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
17,4/6/26 7:14 PM,Butter Milk,,Lassi & Tea,Beverage,NA Beverage,3.99,0.00,3.99,1.0,0.40000000,false
17,4/6/26 7:14 PM,Onion,,Salad,Soup & Salad,,2.99,0.00,2.99,1.0,0.30000000,false
22,4/6/26 7:47 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,20.79,0.00,20.79,1.0,2.08000000,false
22,4/6/26 7:47 PM,Malai Kofta,,Veg Curries,Entrée,Food,18.19,0.00,18.19,1.0,1.82000000,false
20,4/6/26 7:43 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,7.79,0.00,7.79,1.0,0.79000000,false
18,4/6/26 7:37 PM,Chicken Biryani,,Nonveg,Biryani,Biryani,33.98,0.00,33.98,2.0,3.40000000,false
19,4/6/26 7:40 PM,Chicken Sheekh Kabab,,Sheekh Kabab,Appetizer,Appetizer,18.19,0.00,18.19,1.0,1.82000000,false
21,4/6/26 7:48 PM,Aloo Tikki,,Chaat,Appetizer,Appetizer,8.99,0.00,8.99,1.0,0.90000000,false
21,4/6/26 7:48 PM,Papad,,Papad,Appetizer,Appetizer,3.99,0.00,3.99,1.0,0.40000000,false
21,4/6/26 7:48 PM,Maysur Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
23,4/6/26 7:53 PM,Masala Chai,,Lassi & Tea,Beverage,NA Beverage,3.99,0.00,3.99,1.0,0.40000000,false
23,4/6/26 7:53 PM,Masala Chai,,Lassi & Tea,Beverage,NA Beverage,3.99,0.00,3.99,1.0,0.40000000,false
23,4/6/26 7:53 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
24,4/6/26 7:57 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
24,4/6/26 7:57 PM,Chicken Tenders,,Kids,Kids,,6.99,0.00,6.99,1.0,0.70000000,false
23,4/6/26 8:03 PM,Plain Dosa,,Dosa,Bread,Food,11.99,0.00,11.99,1.0,1.20000000,false
23,4/6/26 8:03 PM,Channa Masala,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
23,4/6/26 8:03 PM,Paneer Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
23,4/6/26 8:03 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
23,4/6/26 8:03 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
23,4/6/26 8:03 PM,Chicken 65,,65,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
25,4/6/26 8:05 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
25,4/6/26 8:05 PM,Chicken Biryani,,Nonveg,Biryani,Biryani,16.99,0.00,16.99,1.0,1.70000000,false
25,4/6/26 8:05 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
25,4/6/26 8:05 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
26,4/6/26 8:09 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
26,4/6/26 8:09 PM,Chili Paneer,,Appetizer,Indo-Chines,,12.99,0.00,12.99,1.0,1.30000000,false
26,4/6/26 8:09 PM,Highway Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
26,4/6/26 8:09 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
24,4/6/26 8:09 PM,Hot & Sour Soup,,Soup,Soup & Salad,,6.99,0.00,6.99,1.0,0.70000000,false
24,4/6/26 8:09 PM,Taco,,Taco,Appetizer,Appetizer,13.99,0.00,13.99,1.0,1.40000000,false
24,4/6/26 8:09 PM,Gulabjamun,,Hot,Desserts,Desserts,4.99,0.00,4.99,1.0,0.50000000,false
27,4/6/26 8:22 PM,Lamb Biryani,,Nonveg,Biryani,Biryani,18.99,0.00,18.99,1.0,1.90000000,false
21,4/6/26 8:25 PM,White Wine,,,,NA Beverage,13.99,0.00,13.99,1.0,0E-8,false
28,4/6/26 8:27 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
28,4/6/26 8:27 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
24,4/6/26 8:30 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,true
24,4/6/26 8:32 PM,Red Wine,,,,NA Beverage,22.00,0.00,22.00,2.0,0E-8,false
24,4/6/26 8:38 PM,Tiramisu,,,,Food,11.98,0.00,11.98,2.0,0E-8,false
29,4/6/26 8:52 PM,Momos Veg,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
29,4/6/26 8:52 PM,Maysur Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
29,4/6/26 8:52 PM,Mozzarella Sticks,,Kids,Kids,,6.99,0.00,6.99,1.0,0.70000000,false
29,4/6/26 8:52 PM,Chole Bhature,,Chole Bhature,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
29,4/6/26 8:52 PM,Veg Biryani,,Veg,Biryani,Biryani,16.99,0.00,16.99,1.0,1.70000000,false
3,4/8/26 12:35 PM,Garlic Naan,,Naan,Bread,Food,6.49,0.00,6.49,1.0,0.65000000,false
3,4/8/26 12:35 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,20.79,0.00,20.79,1.0,2.07000000,false
4,4/8/26 5:00 PM,Saag Paneer,,Saag,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
4,4/8/26 5:00 PM,Kadhai,,Kadhai,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
5,4/8/26 5:22 PM,Rogan Josh,,Non-Veg Curries,Entrée,Food,19.99,0.00,19.99,1.0,2.00000000,false
5,4/8/26 5:22 PM,Lamb Tikka Masala,,Tikka Masala Curry,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
5,4/8/26 5:22 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
5,4/8/26 5:22 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
5,4/8/26 5:22 PM,Chicken Samosa,,Samosa,Appetizer,Appetizer,6.99,0.00,6.99,1.0,0.70000000,false
5,4/8/26 5:22 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
6,4/8/26 5:34 PM,Veg Manchurian,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
6,4/8/26 5:34 PM,Mix Veg,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
6,4/8/26 5:34 PM,Kadhai,,Kadhai,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
6,4/8/26 5:34 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
7,4/8/26 5:37 PM,Papad,,Papad,Appetizer,Appetizer,3.99,0.00,3.99,1.0,0.40000000,false
7,4/8/26 5:37 PM,Spring Roll,,Others,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
7,4/8/26 5:37 PM,Amul Cheese Garlic Palak,,Veg Curries,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
7,4/8/26 5:37 PM,Kadhai Paneer,,Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
7,4/8/26 5:37 PM,Garlic Naan,,Naan,Bread,Food,14.97,0.00,14.97,3.0,1.50000000,false
7,4/8/26 5:37 PM,Maysur Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
7,4/8/26 5:38 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
7,4/8/26 5:38 PM,Sprite,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
7,4/8/26 5:52 PM,Hara Bhara Kabab,,Hara Bhara Kabab,Appetizer,Appetizer,10.99,0.00,10.99,1.0,1.10000000,false
11,4/8/26 6:45 PM,Rogan Josh,,Non-Veg Curries,Entrée,Food,25.99,0.00,25.99,1.0,2.60000000,false
11,4/8/26 6:45 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,20.79,0.00,20.79,1.0,2.08000000,false
8,4/8/26 6:24 PM,Veg Manchurian,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
8,4/8/26 6:24 PM,Hara Bhara Kabab,,Hara Bhara Kabab,Appetizer,Appetizer,10.99,0.00,10.99,1.0,1.10000000,false
8,4/8/26 6:24 PM,Samosa Chana Chaat,,,,Food,7.99,0.00,7.99,1.0,0E-8,false
9,4/8/26 6:27 PM,Hot & Sour Soup,,Soup,Soup & Salad,,6.99,0.00,6.99,1.0,0.70000000,false
9,4/8/26 6:27 PM,Half Chicken Tandoori,,Tandoori,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
9,4/8/26 6:27 PM,Garlic Naan,,Naan,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
9,4/8/26 6:27 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
9,4/8/26 6:27 PM,Kulcha,,Others,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
10,4/8/26 6:32 PM,Chicken Curry,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
10,4/8/26 6:32 PM,Cheese Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
10,4/8/26 6:32 PM,Raita,,Sides,Sides,Sides,4.99,0.00,4.99,1.0,0.50000000,false
7,4/8/26 6:33 PM,Sprite,,Soda & Water,Beverage,NA Beverage,1.99,0.00,1.99,1.0,0.20000000,false
8,4/8/26 6:40 PM,Lamb Pepper Fry,,Pepper Fry,Appetizer,Appetizer,15.99,0.00,15.99,1.0,1.60000000,false
8,4/8/26 6:40 PM,Kadhai,,Kadhai,Entrée,Food,18.99,0.00,18.99,1.0,1.90000000,false
8,4/8/26 6:40 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
8,4/8/26 6:40 PM,Cheese Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
8,4/8/26 6:40 PM,Highway Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
8,4/8/26 6:40 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
8,4/8/26 6:40 PM,Kadhai,,Kadhai,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
8,4/8/26 6:40 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
9,4/8/26 6:41 PM,Hot & Sour Soup,,Soup,Soup & Salad,,6.99,0.00,6.99,1.0,0.70000000,false
11,4/8/26 6:45 PM,Plain,,Naan,Bread,Food,5.19,0.00,5.19,1.0,0.52000000,false
11,4/8/26 6:45 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,7.79,0.00,7.79,1.0,0.78000000,false
9,4/8/26 6:49 PM,Plain Dosa,,Dosa,Bread,Food,11.99,0.00,11.99,1.0,1.20000000,false
9,4/8/26 6:49 PM,Plain Dosa,,Dosa,Bread,Food,23.98,0.00,23.98,2.0,2.40000000,false
13,4/8/26 6:50 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
13,4/8/26 6:50 PM,Chicken Curry,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
13,4/8/26 6:50 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
13,4/8/26 6:50 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
14,4/8/26 7:17 PM,Chicken Tikka,Tikka,Tandoori,Appetizer,Appetizer,19.49,0.00,19.49,1.0,1.11000000,false
14,4/8/26 7:17 PM,Cheese Naan,,Naan,Bread,Food,7.79,0.00,7.79,1.0,0.45000000,false
14,4/8/26 7:17 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,7.79,0.00,7.79,1.0,0.45000000,false
9,4/8/26 7:05 PM,Highway Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
8,4/8/26 7:09 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
8,4/8/26 7:09 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
9,4/8/26 7:11 PM,Plain Dosa,,Dosa,Bread,Food,11.99,0.00,11.99,1.0,1.20000000,false
15,4/8/26 7:23 PM,Full Chicken Tandoori,,Tandoori,Appetizer,Appetizer,18.99,0.00,18.99,1.0,1.90000000,false
15,4/8/26 7:23 PM,Chicken Biryani,,Nonveg,Biryani,Biryani,16.99,0.00,16.99,1.0,1.70000000,false
15,4/8/26 7:23 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,9.98,0.00,9.98,2.0,1.00000000,false
15,4/8/26 7:23 PM,Amul Cheese Butter Masala,,,,Food,18.99,0.00,18.99,1.0,0E-8,false
8,4/8/26 7:33 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
16,4/8/26 7:45 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
22,4/8/26 8:18 PM,Chole Bhature,,Chole Bhature,Appetizer,Appetizer,16.89,0.00,16.89,1.0,1.69000000,false
23,4/8/26 8:26 PM,Chicken 65,,65,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
23,4/8/26 8:26 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
23,4/8/26 8:26 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
23,4/8/26 8:26 PM,Cheese Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
23,4/8/26 8:26 PM,Hakka Noodles,,Entrees,Indo-Chines,,12.99,0.00,12.99,1.0,1.30000000,false
24,4/8/26 8:33 PM,Kulfi,,Cold,Desserts,Desserts,5.98,0.00,5.98,1.5,0.60000000,true
24,4/8/26 8:33 PM,Kulfi,,Cold,Desserts,Desserts,5.98,0.00,5.98,1.5,0.60000000,true
25,4/8/26 8:36 PM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.99,1.0,0.40000000,false
26,4/8/26 8:37 PM,Kulfi,,,,Food,1.99,0.00,1.99,1.0,0E-8,false
27,4/8/26 8:40 PM,Maysur Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
27,4/8/26 8:40 PM,Paneer Masala Dosa,,Dosa,Bread,Food,13.99,0.00,13.99,1.0,1.40000000,false
27,4/8/26 8:40 PM,Mix Veg,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
27,4/8/26 8:40 PM,Dal Makhani,,Veg Curries,Entrée,Food,14.99,0.00,14.99,1.0,1.50000000,false
27,4/8/26 8:40 PM,Saag Paneer,,Saag,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
27,4/8/26 8:40 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
28,4/8/26 9:02 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,20.79,0.00,20.79,1.0,2.09000000,false
29,4/8/26 9:12 PM,Okra Masala,Vegan,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
29,4/8/26 9:12 PM,Dal Tadka,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
29,4/8/26 9:12 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
29,4/8/26 9:12 PM,Garlic Naan,,Naan,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
30,4/8/26 9:15 PM,Paneer Kathi Roll,,Kathi Roll,Appetizer,Appetizer,35.97,0.00,35.97,3.0,3.60000000,false
30,4/8/26 9:15 PM,Papri Chaat,,,,Food,7.99,0.00,7.99,1.0,0E-8,false
31,4/8/26 9:18 PM,Butter Chicken,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
31,4/8/26 9:18 PM,Garlic Naan,,Naan,Bread,Food,9.98,0.00,9.98,2.0,1.00000000,false
31,4/8/26 9:18 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
31,4/8/26 9:18 PM,Chicken 65,,65,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
29,4/8/26 9:22 PM,Masala Papad,,Papad,Appetizer,Appetizer,6.99,0.00,6.99,1.0,0.70000000,false
29,4/8/26 9:22 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
29,4/8/26 9:23 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
29,4/8/26 9:26 PM,Corona Extra,,Beer,Beverage,NA Beverage,5.99,0.00,5.99,1.0,0.60000000,false
27,4/8/26 9:29 PM,Duckhorn Cab,,Wine,Beverage,NA Beverage,48.00,0.00,48.00,1.0,4.80000000,false
29,4/8/26 9:31 PM,Corona Extra,,Beer,Beverage,NA Beverage,5.99,0.00,5.99,1.0,0.60000000,false
32,4/9/26 11:06 AM,Coconut Curry,,Coconut,Entrée,Food,19.99,0.00,17.99,1.0,1.80000000,false
2,4/9/26 11:42 AM,Chole Bhature,,Chole Bhature,Appetizer,Appetizer,25.98,0.00,23.38,2.0,2.33000000,false
32,4/9/26 11:49 AM,Kulfi,,Cold,Desserts,Desserts,3.99,0.00,3.59,1.0,0.37000000,false
2,4/9/26 11:59 AM,Plain Yogurt,,Sides,Sides,Sides,3.99,0.00,3.59,1.0,0.37000000,false
4,4/9/26 12:40 PM,Full Chicken Tandoori,,Tandoori,Appetizer,Appetizer,18.99,0.00,18.99,1.0,1.90000000,false
4,4/9/26 12:40 PM,Veg Samosa,,Samosa,Appetizer,Appetizer,5.99,0.00,5.99,1.0,0.60000000,false
4,4/9/26 12:40 PM,Chole Bhature,,Chole Bhature,Appetizer,Appetizer,12.99,0.00,12.99,1.0,1.30000000,false
4,4/9/26 12:40 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
5,4/9/26 12:55 PM,Aloo Subji,,,,Food,12.99,0.00,12.99,1.0,0E-8,false
5,4/9/26 12:55 PM,Butter Naan,,Naan,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
6,4/9/26 1:13 PM,Mulligatawny Soup,,Soup,Soup & Salad,,5.99,0.00,5.99,1.0,0.60000000,false
6,4/9/26 1:13 PM,Mix Veg Pakora,,Mix Veg Pakora,Appetizer,Appetizer,7.99,0.00,7.99,1.0,0.80000000,false
6,4/9/26 1:13 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
7,4/9/26 1:16 PM,Aloo Tikki,,Chaat,Appetizer,Appetizer,8.99,0.00,8.99,1.0,0.90000000,false
7,4/9/26 1:16 PM,Malai Kofta,,Veg Curries,Entrée,Food,13.99,0.00,13.99,1.0,1.40000000,false
7,4/9/26 1:16 PM,Cheese Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
7,4/9/26 1:16 PM,Aloo Gobi Matar,Vegan,Veg Curries,Entrée,Food,12.99,0.00,12.99,1.0,1.30000000,false
7,4/9/26 1:16 PM,Mango Lassi,,Lassi & Tea,Beverage,NA Beverage,4.99,0.00,4.99,1.0,0.50000000,false
5,4/9/26 1:19 PM,Kulcha,,Others,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
8,4/9/26 1:49 PM,Veg Manchurian,,Appetizer,Indo-Chines,,11.99,0.00,11.99,1.0,1.20000000,false
8,4/9/26 1:49 PM,Saag Paneer,,Saag,Entrée,Food,16.99,0.00,16.99,1.0,1.70000000,false
8,4/9/26 1:49 PM,Butter Tandoori Roti,,Roti,Bread,Food,3.99,0.00,3.99,1.0,0.40000000,false
8,4/9/26 1:49 PM,Kachumber Salad,,Salad,Soup & Salad,,6.99,0.00,6.99,1.0,0.70000000,false
8,4/9/26 1:49 PM,Chili Garlic Naan,,Naan,Bread,Food,5.99,0.00,5.99,1.0,0.60000000,false
9,4/9/26 2:03 PM,Full Chicken Tandoori,,Tandoori,Appetizer,Appetizer,18.99,0.00,18.99,1.0,1.90000000,false
9,4/9/26 2:03 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
10,4/9/26 5:21 PM,Chicken Curry,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
10,4/9/26 5:21 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
12,4/9/26 5:52 PM,Garlic Naan,,Naan,Bread,Food,6.49,0.00,6.49,1.0,0.65000000,false
12,4/9/26 5:52 PM,Cheese Naan,,Naan,Bread,Food,15.58,0.00,15.58,2.0,1.56000000,false
12,4/9/26 5:52 PM,Butter Tandoori Roti,,Roti,Bread,Food,10.38,0.00,10.38,2.0,1.04000000,false
12,4/9/26 5:52 PM,Chicken 65,,65,Appetizer,Appetizer,16.89,0.00,16.89,1.0,1.69000000,false
12,4/9/26 5:52 PM,Chicken Tikka Masala,,Tikka Masala Curry,Entrée,Food,20.79,0.00,20.79,1.0,2.08000000,false
12,4/9/26 5:52 PM,Paneer Tikka Masala,,Tikka Masala Curry,Entrée,Food,20.79,0.00,20.79,1.0,2.06000000,false
13,4/9/26 6:03 PM,Chicken Curry,,Non-Veg Curries,Entrée,Food,15.99,0.00,15.99,1.0,1.60000000,false
13,4/9/26 6:03 PM,Garlic Naan,,Naan,Bread,Food,4.99,0.00,4.99,1.0,0.50000000,false
